temperature,rainfall,humidity,yeild_apples
42,44,34,38
97,95,86,91
99,73,50,69
54,56,26,40
41,77,58,57
62,54,51,55
81,23,34,46
63,51,88,73
80,87,94,88
22,71,35,38
71,91,90,84
38,24,94,63
62,74,99,83
34,29,53,42
66,87,39,57
82,62,26,50
66,41,85,70
75,38,31,46
53,95,43,56
76,47,61,63
29,77,54,51
68,67,25,46
94,42,90,82
47,57,91,71
26,44,32,33
66,67,82,74
90,95,93,92
38,33,21,28
71,55,70,67
74,85,61,70
99,73,67,78
20,42,44,36
73,98,50,66
22,48,23,28
96,26,66,67
37,45,84,62
60,75,21,44
57,71,38,50
63,61,55,59
73,23,35,44
42,38,20,30
60,83,55,62
24,85,58,53
32,98,27,43
56,22,21,32
67,31,70,61
83,96,20,54
79,56,84,77
72,93,60,70
65,81,86,79
20,82,100,72
52,66,96,77
99,66,84,85
25,49,87,61
74,69,45,58
98,23,80,74
54,83,26,46
66,96,68,73
78,71,23,49
26,55,75,56
46,47,93,70
23,36,47,38
58,60,58,58
49,47,78,63
88,41,84,77
93,42,74,73
95,51,81,79
57,42,89,70
98,90,75,85
74,49,46,55
43,35,24,32
28,61,77,59
66,49,100,80
24,31,92,59
51,91,51,59
39,50,70,57
57,65,76,68
86,84,61,73
50,50,51,50
77,55,47,58
44,92,30,47
55,70,40,50
23,58,87,62
36,33,94,64
79,24,29,43
72,57,62,64
25,67,44,43
68,39,82,69
98,44,90,83
71,39,40,49
63,49,49,53
55,58,24,40
27,73,75,60
72,51,51,57
74,22,27,40
73,55,24,45
70,80,73,74
76,54,51,59
22,30,46,36
44,60,72,61
81,44,44,55
70,35,91,74
90,31,42,54
69,37,81,69
46,98,66,66
51,33,36,40
53,77,95,79
59,80,83,75
37,30,40,37
43,91,70,66
29,71,75,60
60,54,91,74
30,58,64,53
82,51,80,75
79,41,28,46
37,69,24,37
48,85,56,59
21,96,64,58
39,37,42,40
61,96,31,53
99,97,70,84
57,50,59,57
50,46,42,45
40,50,23,34
22,37,83,56
29,54,86,62
76,59,29,49
59,84,69,69
49,58,71,62
50,61,76,65
27,60,52,46
20,55,26,30
21,94,88,69
91,59,73,76
20,55,57,46
37,50,85,64
50,43,56,52
90,78,86,86
56,86,92,80
69,22,57,54
88,87,87,87
49,72,47,53
60,42,41,47
44,59,78,64
39,25,87,60
94,44,76,75
38,69,81,66
72,69,80,75
22,95,51,51
46,93,74,69
89,45,75,73
60,58,39,49
72,76,73,73
92,48,57,66
90,67,20,50
38,37,67,52
79,93,28,56
39,60,53,50
78,49,70,68
28,68,78,61
27,82,46,48
58,48,34,44
24,21,91,57
42,82,58,58
45,82,51,55
85,21,59,59
35,89,34,45
82,74,72,75
96,57,44,62
79,63,82,77
48,84,46,54
88,59,23,50
50,73,87,73
25,62,60,50
84,72,100,90
95,52,59,68
95,45,80,78
37,90,75,67
37,45,38,39
36,45,81,60
76,28,71,64
61,53,90,74
84,90,99,93
50,100,23,46
43,58,38,44
66,85,61,67
81,72,36,57
64,26,37,43
58,44,76,64
57,75,54,59
75,86,84,82
60,24,27,36
97,76,40,64
48,74,57,58
61,49,38,47
70,21,31,41
28,44,65,50
58,90,24,47
63,24,31,39
26,87,72,61
20,62,29,33
67,67,40,54
81,81,29,55
71,27,46,50
60,94,91,82
39,76,90,72
93,63,72,76
47,66,35,45
67,92,84,80
30,24,27,27
48,88,75,70
85,94,31,60
50,37,83,64
88,21,58,60
42,31,85,61
89,55,68,72
38,72,75,63
63,32,94,72
99,86,73,83
99,44,70,74
59,20,45,44
37,93,73,66
20,45,92,61
80,27,33,46
75,28,64,60
93,70,22,53
29,26,87,57
66,33,61,57
70,84,71,73
27,46,40,37
94,93,52,73
65,98,36,57
62,46,58,57
72,32,60,58
57,99,92,83
100,30,85,78
56,59,23,40
24,42,56,44
76,39,24,43
99,30,53,62
61,80,83,76
72,92,42,61
48,56,34,43
66,50,84,72
64,35,62,57
28,55,34,36
55,23,49,46
70,88,87,82
91,52,78,77
52,75,60,61
22,24,33,28
99,60,74,79
72,30,89,72
42,26,81,58
89,37,56,62
36,67,39,44
51,96,80,74
70,21,37,44
36,33,31,33
87,94,34,62
21,28,66,45
68,44,27,43
50,40,20,33
30,90,24,39
65,41,90,73
22,92,91,70
51,78,20,41
26,49,100,68
48,39,29,37
75,88,56,68
29,36,77,54
38,66,46,48
51,88,38,52
39,40,26,33
48,68,50,53
30,100,64,61
85,37,25,45
61,81,92,80
88,96,73,82
72,43,58,59
39,41,65,52
66,48,52,55
40,60,59,54
96,22,80,73
51,65,82,69
36,50,39,40
55,30,48,46
83,45,41,54
45,43,24,34
20,51,91,62
49,73,99,79
33,100,73,66
22,20,98,60
50,90,27,46
71,21,85,68
77,98,27,56
87,82,34,60
96,53,45,62
41,64,45,48
99,76,94,92
100,72,45,67
43,62,42,46
97,83,44,68
76,66,88,80
67,75,42,56
79,91,91,87
93,28,24,46
34,91,64,60
71,35,72,64
72,40,98,79
73,58,29,48
52,21,71,55
56,61,26,42
88,92,49,69
39,59,92,70
91,59,64,71
40,47,84,63
31,71,55,51
91,33,89,78
81,26,91,75
87,51,61,67
95,98,87,92
22,44,64,47
44,83,58,59
88,56,35,55
32,95,51,54
91,43,94,83
37,63,34,41
37,83,72,64
63,71,55,61
97,35,80,76
53,36,48,47
29,34,60,46
49,99,35,52
34,28,73,52
72,83,62,69
56,61,31,44
88,58,95,86
56,49,35,44
65,45,23,40
44,73,28,42
54,79,55,60
72,61,64,66
91,55,63,70
57,89,74,72
80,51,42,55
75,89,63,72
80,68,82,79
54,76,82,72
63,51,95,77
28,83,44,47
90,74,51,67
55,22,71,56
62,40,80,67
36,27,27,30
58,68,89,76
94,89,65,78
92,94,25,59
75,20,35,44
62,74,47,57
75,60,37,53
35,43,42,40
98,33,20,46
58,60,64,61
62,70,46,56
45,92,75,69
67,50,69,65
21,100,97,75
45,31,30,35
74,59,83,76
25,92,76,64
70,38,84,71
88,30,27,46
37,39,47,42
62,32,88,69
25,69,65,54
89,32,71,69
74,45,63,63
41,90,39,50
22,42,99,64
87,68,78,79
30,77,39,44
94,70,64,74
92,48,100,87
93,69,34,59
43,34,27,33
45,64,94,73
93,70,97,90
74,73,88,81
61,88,84,78
96,40,65,69
67,46,57,58
43,83,46,52
93,28,63,65
64,88,28,51
48,94,55,61
74,21,99,76
59,51,47,51
84,79,78,80
22,43,60,45
49,52,90,70
49,85,93,78
39,34,64,50
41,78,23,39
21,95,29,40
58,93,74,73
70,98,20,51
65,82,89,80
36,44,60,50
31,82,62,57
38,56,39,42
78,32,98,79
35,86,50,53
51,32,36,40
65,37,73,63
41,78,66,61
49,22,32,35
78,34,27,44
86,58,24,49
53,62,82,69
89,60,54,66
70,71,25,48
47,26,88,63
60,82,57,63
37,36,65,51
33,79,77,64
85,38,52,59
84,46,55,62
47,97,90,78
37,72,86,68
55,65,33,46
29,94,36,46
76,57,63,66
49,60,71,62
77,96,63,74
96,50,73,75
71,70,93,82
70,42,95,77
29,96,35,45
48,58,74,63
75,52,82,74
47,66,73,64
82,96,43,65
88,32,88,77
28,77,58,53
39,43,30,35
100,97,53,76
73,92,68,74
68,99,36,58
58,88,25,48
80,42,41,53
51,30,48,45
99,38,34,54
47,95,59,63
50,78,29,45
35,89,63,60
99,56,67,74
32,65,100,73
82,23,22,40
83,26,29,45
30,91,85,70
43,29,45,41
91,93,54,73
96,58,49,65
34,90,22,39
22,62,37,38
54,79,59,62
72,20,59,55
86,57,73,74
35,94,80,69
100,49,62,71
28,80,82,65
74,56,42,54
66,84,36,55
78,92,44,64
78,44,81,73
86,100,66,79
65,62,82,73
90,48,26,50
44,36,31,36
88,80,32,58
57,97,82,78
45,28,84,61
83,53,88,80
80,38,78,71
41,22,27,30
26,65,30,36
42,32,68,53
39,20,45,38
98,54,54,67
36,56,41,42
98,100,97,98
28,23,30,28
100,31,46,59
37,76,70,61
31,51,94,66
85,36,70,68
51,47,40,45
78,93,27,56
90,99,85,89
78,84,27,54
62,44,74,64
71,55,43,54
42,54,99,73
37,88,93,75
57,49,96,75
74,36,21,40
53,54,33,43
86,56,81,78
99,28,57,64
41,96,46,54
32,24,64,46
93,60,81,80
51,92,69,68
44,99,72,69
88,98,90,91
64,87,79,76
57,94,31,51
32,78,90,70
57,77,93,79
85,69,62,70
37,93,90,75
71,36,51,54
89,58,36,56
100,58,80,82
38,71,51,51
35,34,70,52
93,34,75,72
55,80,63,64
94,72,42,64
59,76,56,61
69,66,67,67
30,29,67,48
22,32,65,46
66,36,98,76
55,87,42,55
81,33,85,73
64,40,49,52
64,87,54,64
66,28,86,68
37,60,33,40
57,57,43,50
90,39,30,50
32,61,87,65
37,43,82,61
49,78,59,60
49,54,73,62
82,28,74,67
62,47,66,61
62,25,89,68
53,91,51,60
80,73,51,64
66,79,24,48
25,63,34,37
82,31,75,68
80,62,76,74
84,79,65,74
25,76,23,34
62,30,79,64
99,96,73,85
50,39,26,36
27,43,62,48
75,29,53,55
31,27,80,55
35,65,53,50
72,51,74,69
29,57,20,30
61,26,23,35
90,53,85,80
44,98,98,82
42,46,50,47
56,85,88,78
76,73,62,68
23,86,85,67
69,68,27,48
82,64,58,66
85,74,29,55
77,65,61,67
20,65,70,54
74,40,57,59
73,30,23,39
38,28,40,37
63,38,66,60
27,45,25,30
44,70,25,40
46,43,52,48
93,27,76,71
80,69,98,87
73,50,74,69
95,34,30,50
44,62,88,70
90,60,79,78
60,92,23,48
53,47,92,71
89,53,57,66
71,58,33,49
88,57,30,53
85,55,51,62
38,65,89,69
21,34,69,48
64,64,69,66
89,33,52,59
89,87,40,64
52,82,44,54
51,71,39,49
72,85,38,58
72,76,61,67
93,52,27,52
39,34,94,66
79,77,52,65
80,96,27,57
49,86,51,57
61,94,100,87
63,52,38,48
24,78,59,52
27,52,92,64
39,41,97,68
24,99,94,74
84,82,88,86
36,47,76,58
58,48,39,46
78,51,49,58
88,64,46,62
65,43,68,62
41,41,65,53
52,44,91,70
97,79,38,64
77,91,96,89
21,90,50,49
83,25,21,40
74,29,77,66
25,72,41,42
46,87,40,51
72,70,80,76
46,22,71,54
56,57,74,65
24,38,95,62
99,55,80,81
81,32,23,42
37,55,45,45
93,40,67,69
27,90,98,75
84,28,94,78
97,43,38,57
94,73,89,87
84,77,33,57
74,38,35,47
87,30,72,68
56,94,71,71
84,33,27,45
59,64,46,54
77,63,70,71
38,21,50,41
92,78,55,71
29,70,91,68
49,87,40,52
32,93,53,55
57,89,91,80
82,88,40,62
54,76,28,45
99,94,75,86
20,81,52,48
87,94,47,68
23,89,87,68
85,74,75,78
26,53,27,32
45,82,94,77
44,64,89,70
63,71,37,52
23,50,78,56
43,58,29,39
25,22,100,62
42,52,95,70
77,78,46,62
65,50,67,63
74,94,44,63
75,93,28,55
66,100,66,73
85,51,67,69
36,94,58,59
46,63,78,65
52,97,83,76
86,58,50,62
38,37,57,47
49,75,55,57
64,89,60,67
89,26,25,44
26,30,53,40
61,74,62,64
69,64,53,60
71,38,81,69
76,53,34,50
92,95,70,82
43,93,56,60
35,82,89,71
49,47,60,54
43,34,87,63
32,48,51,45
54,80,71,68
77,38,45,53
99,20,59,63
33,76,41,46
22,84,98,72
68,29,23,38
34,91,42,49
68,22,87,68
79,72,25,51
81,68,34,55
76,94,53,68
31,90,25,40
69,30,92,73
53,85,84,75
45,68,39,47
93,96,93,94
82,21,48,53
45,95,70,68
80,24,23,40
77,87,88,84
89,64,44,62
88,30,85,75
57,23,88,66
79,94,87,86
57,91,30,50
97,32,70,70
42,63,66,58
52,22,100,70
83,26,54,57
76,87,91,86
95,48,23,50
99,40,88,82
95,29,54,61
64,94,27,52
76,99,96,91
52,20,50,45
72,20,93,72
70,66,62,65
77,89,84,83
75,40,58,60
71,70,40,55
36,85,53,54
69,72,57,64
40,68,25,38
96,57,48,64
54,29,79,62
33,65,42,44
65,58,23,43
51,87,30,48
61,57,44,52
65,78,24,47
93,66,69,76
75,32,32,45
44,92,43,53
90,29,47,56
100,36,34,54
49,32,77,60
87,73,53,67
48,42,85,65
48,63,78,66
53,67,60,59
34,33,71,52
100,26,77,74
45,75,73,65
45,61,73,62
33,98,53,56
87,45,61,66
64,48,73,65
68,63,63,64
50,39,68,57
96,72,23,55
25,38,28,29
36,25,89,60
87,76,25,54
98,50,40,59
31,37,47,40
98,98,85,92
93,81,94,91
95,39,92,82
88,99,25,59
85,44,34,51
80,36,51,57
64,55,73,67
74,51,75,70
29,50,25,31
36,50,58,50
59,95,96,85
66,96,43,60
60,45,39,46
69,87,36,56
20,65,89,64
88,33,20,43
94,52,91,84
36,91,39,48
43,70,36,45
84,59,53,64
32,72,63,56
96,24,36,52
51,36,75,60
100,87,82,88
97,71,61,74
81,35,20,41
98,36,79,76
97,47,77,77
98,39,39,57
88,41,21,45
44,97,69,67
36,98,59,60
21,58,77,56
96,82,55,73
41,40,36,38
94,100,64,80
66,20,20,34
25,21,64,44
53,30,86,65
65,27,23,36
93,61,79,80
93,85,33,61
22,89,29,39
83,79,56,69
69,95,67,73
57,41,71,61
31,46,63,50
62,24,84,65
68,69,98,83
86,81,74,79
67,90,98,87
24,40,97,64
98,65,81,83
91,23,41,52
75,88,62,71
52,40,69,58
87,87,46,66
33,42,44,40
25,31,68,48
30,36,61,47
75,66,45,58
30,76,48,48
59,59,94,76
36,57,68,56
59,50,39,47
70,73,61,66
30,27,87,58
83,25,80,70
81,80,98,89
43,75,44,50
66,97,64,71
49,28,40,40
20,38,48,38
23,85,40,44
99,26,23,46
46,79,94,77
47,76,76,67
52,69,59,59
61,67,24,44
66,36,62,58
60,36,50,50
88,88,88,88
73,46,77,70
59,95,85,79
43,71,36,45
35,42,92,65
76,83,22,50
94,62,37,59
52,65,68,63
86,93,95,92
28,33,20,25
64,90,39,57
70,63,34,51
29,67,26,35
48,100,92,80
26,79,57,52
72,83,96,86
99,53,97,89
22,62,40,39
76,52,76,71
41,88,43,51
69,52,21,42
60,28,96,72
71,73,43,57
79,61,83,77
69,70,64,67
100,62,71,78
89,90,94,92
53,60,96,76
90,88,100,95
56,94,80,76
67,31,57,55
51,63,56,56
84,74,25,52
31,34,68,50
53,75,62,62
94,89,55,74
88,43,58,64
36,73,57,54
26,47,81,58
78,30,95,77
41,44,58,50
47,29,24,32
65,26,32,41
51,97,24,47
21,50,99,66
35,22,47,38
96,93,50,72
71,26,98,76
22,26,93,58
93,38,49,60
91,63,92,86
40,28,61,48
68,60,66,65
49,33,51,47
62,73,82,74
84,40,80,73
100,30,100,86
88,81,45,65
54,23,49,45
23,98,89,71
53,40,100,74
96,62,44,63
27,69,84,64
29,41,53,43
79,61,21,46
85,38,56,61
40,44,32,37
86,31,68,66
86,82,57,71
92,84,72,80
37,40,66,52
88,74,79,81
90,87,29,59
49,80,40,51
54,66,94,76
86,67,68,73
83,51,52,61
100,54,29,55
88,88,75,82
35,85,39,47
95,24,86,76
64,37,44,49
22,97,22,37
92,36,20,45
53,58,54,54
33,93,64,60
80,92,84,84
25,28,77,52
96,68,89,87
96,38,45,59
42,94,90,76
100,27,78,74
83,60,73,73
25,63,66,53
68,76,46,59
69,53,21,42
23,34,75,51
85,74,47,64
30,33,88,60
37,74,39,45
59,28,91,69
72,81,65,70
93,53,98,88
52,73,65,63
36,58,41,43
57,66,32,46
60,28,23,35
96,46,38,57
60,54,63,60
31,60,54,48
76,27,20,38
67,38,84,70
59,61,59,59
27,42,84,58
79,36,85,73
45,50,94,70
40,35,30,34
63,91,90,82
57,67,38,50
65,74,66,67
31,23,38,33
100,85,51,72
51,67,86,72
41,86,48,54
100,41,57,67
28,82,64,57
75,88,27,54
70,25,92,72
44,63,97,74
78,21,95,75
99,27,42,56
66,35,21,37
98,60,72,77
47,33,85,63
72,25,55,54
97,50,80,79
51,32,57,50
75,41,97,79
40,71,79,66
52,61,24,40
72,34,61,59
39,94,84,72
100,34,64,69
78,98,32,59
91,62,48,64
41,30,98,67
51,24,85,63
52,39,25,36
38,49,69,56
68,63,70,68
20,35,100,63
31,36,78,56
29,32,87,59
26,31,25,26
77,46,38,51
33,82,65,59
61,77,62,65
55,77,97,80
82,23,87,73
28,48,27,32
71,44,74,67
36,55,75,59
92,66,23,52
36,84,31,43
97,69,34,60
65,59,61,62
36,67,82,65
86,35,20,43
66,29,68,60
33,67,35,41
33,63,86,66
45,47,63,54
94,57,89,84
51,21,73,56
60,57,51,55
24,36,35,32
75,48,55,60
46,38,50,46
54,93,67,68
28,71,44,45
22,37,47,38
35,56,42,43
69,24,83,67
23,100,27,40
98,27,25,47
61,63,36,49
97,79,38,64
88,60,63,70
77,49,100,83
25,24,27,26
66,51,52,56
49,47,77,63
66,37,51,53
24,68,31,36
52,27,90,66
20,55,66,50
44,84,78,69
82,56,48,60
77,47,68,66
56,55,89,72
99,93,52,74
35,52,47,44
100,51,76,78
64,33,84,68
52,91,50,59
59,45,99,76
90,87,100,94
31,85,53,53
78,36,75,68
53,34,45,45
73,98,71,77
26,85,64,57
52,32,73,58
76,33,60,59
98,100,50,74
30,38,54,44
69,43,70,64
84,78,40,61
72,49,60,61
78,30,53,56
97,82,94,92
74,60,47,58
48,54,50,50
94,98,61,78
36,51,80,61
75,30,45,51
60,35,32,41
96,83,40,65
95,72,31,58
73,92,77,79
60,21,83,64
53,64,86,72
88,26,34,49
84,78,78,80
35,46,39,39
60,45,34,44
32,90,74,65
59,90,36,54
39,31,28,32
67,67,62,64
54,54,24,39
34,72,97,73
42,41,21,31
68,60,46,55
42,100,75,70
67,74,49,59
67,40,88,72
20,92,61,55
21,79,23,34
27,21,61,43
88,52,95,84
76,40,33,47
62,95,56,66
49,95,30,49
82,57,45,58
85,35,50,58
22,24,99,61
45,29,60,49
31,50,29,34
21,85,54,50
32,72,70,59
33,70,56,52
44,79,51,54
56,21,41,42
83,88,69,77
74,64,76,73
37,64,94,71
30,65,45,44
29,93,81,68
80,94,62,74
71,25,23,38
87,79,65,74
68,34,55,55
99,37,23,49
66,89,61,68
100,35,88,81
50,50,53,52
68,42,44,51
58,76,86,76
49,29,80,60
55,35,95,71
81,82,43,62
25,95,78,66
60,42,53,53
32,100,82,71
55,88,76,72
86,61,27,52
41,92,24,43
41,28,58,47
34,63,31,38
57,28,44,45
80,75,82,80
74,59,59,64
42,71,92,73
28,94,42,48
68,55,36,49
22,50,48,41
20,53,99,66
99,26,68,69
78,99,57,72
42,34,50,44
37,96,59,60
73,95,78,80
72,71,65,68
33,87,85,70
97,99,97,97
58,66,82,72
55,67,28,44
34,32,41,37
61,21,83,64
23,28,85,55
46,47,68,57
68,99,54,67
24,56,48,42
51,28,67,54
37,100,49,56
27,79,40,44
68,42,52,55
51,31,21,32
65,87,20,47
82,70,43,60
29,44,64,50
82,47,51,60
53,33,58,52
42,29,78,57
80,22,88,72
32,24,80,54
21,45,95,63
83,74,59,69
24,71,23,33
57,68,56,59
56,85,70,69
53,74,35,48
86,81,77,80
59,92,24,48
90,100,73,84
60,67,47,55
52,37,47,46
28,48,70,53
99,45,66,72
53,88,98,82
73,94,53,67
89,68,100,90
68,35,86,70
29,46,37,36
75,22,59,56
29,75,34,41
63,66,54,59
62,94,85,80
63,40,63,58
31,54,41,41
83,56,20,46
62,45,65,60
47,40,77,61
23,85,24,36
95,40,75,74
25,92,34,43
44,60,76,63
50,51,78,64
66,97,33,56
62,63,78,70
79,39,41,52
42,25,100,68
52,86,48,57
88,55,32,53
63,90,44,59
99,47,86,82
48,79,87,74
100,64,66,76
49,94,60,64
78,64,69,71
79,87,66,74
77,20,35,45
96,50,29,53
35,38,49,43
34,91,27,42
95,32,21,45
98,53,50,65
38,97,76,69
38,43,58,49
90,96,66,79
58,91,97,84
74,42,52,57
61,70,33,49
68,44,78,68
65,46,26,42
56,80,91,78
70,86,47,62
21,83,36,41
80,25,95,76
32,44,99,68
61,41,81,67
70,54,53,58
88,100,84,88
49,60,69,61
28,37,25,28
64,23,97,72
41,73,41,47
50,66,47,52
93,57,55,67
37,89,62,60
87,63,22,50
68,22,63,56
71,76,88,80
40,68,33,42
94,73,41,63
44,54,76,62
69,74,69,70
28,68,78,61
69,96,90,85
34,80,40,46
76,26,100,78
20,64,68,53
59,88,61,66
49,28,70,55
35,76,90,71
50,87,46,55
37,85,34,45
31,87,96,75
54,72,54,58
41,86,35,47
50,74,99,79
79,72,93,85
37,91,86,72
99,82,89,91
99,93,45,71
34,62,46,46
63,68,65,65
56,51,39,46
40,93,85,73
59,63,49,55
100,63,30,58
77,74,82,79
22,67,26,33
73,82,35,56
69,27,52,52
82,84,53,68
84,22,22,41
96,87,86,89
56,76,30,47
24,25,67,46
81,54,20,45
23,66,36,38
47,62,100,76
42,58,24,36
63,47,68,62
54,21,82,61
32,20,63,45
76,76,29,52
64,24,55,52
31,64,56,50
40,66,32,41
49,94,71,69
49,64,87,71
28,100,57,57
48,84,72,67
40,74,20,37
49,50,73,61
80,73,46,62
33,92,26,41
88,81,58,72
35,99,75,68
39,62,52,50
67,44,71,64
31,45,40,38
60,49,59,57
41,49,29,37
98,59,74,78
59,84,85,77
99,47,48,63
89,92,66,78
52,42,63,56
63,44,86,71
45,98,93,80
52,67,74,66
74,37,39,49
64,63,24,44
87,97,60,76
39,88,75,67
26,54,69,53
41,23,53,43
53,48,34,42
74,58,54,61
32,47,47,42
49,35,26,35
97,46,47,62
35,33,89,62
25,99,57,56
89,37,56,62
43,37,24,32
48,43,40,43
27,92,69,61
58,84,81,75
70,100,84,83
40,29,68,52
97,38,84,79
87,39,84,76
39,38,84,61
70,56,37,51
91,65,50,65
91,56,55,66
45,49,49,48
94,26,66,66
25,62,28,34
40,93,96,79
40,76,32,43
78,42,87,75
83,78,59,70
74,91,65,73
21,99,24,38
78,25,29,43
82,97,22,55
74,99,40,62
54,28,60,52
72,92,38,59
34,78,98,75
42,27,23,30
48,32,66,54
98,86,86,90
75,70,68,70
87,34,95,80
53,65,73,65
84,61,70,72
31,28,65,47
31,73,69,58
55,83,82,74
46,55,37,43
51,98,73,71
88,80,46,65
54,69,31,46
91,56,99,88
67,41,21,39
55,42,46,48
77,97,31,58
41,55,28,37
74,78,66,71
81,91,35,60
53,86,56,61
44,82,72,66
72,41,45,52
23,30,55,40
98,98,35,66
73,27,77,66
45,25,90,64
58,48,42,48
77,90,72,77
52,46,78,64
42,93,49,56
93,74,66,76
62,76,25,46
31,62,24,34
33,23,49,39
77,31,50,54
91,76,33,59
27,87,41,46
97,72,98,92
75,79,21,49
30,86,54,53
34,72,91,70
61,32,39,44
31,86,22,38
91,58,84,81
90,41,100,85
93,56,45,62
52,91,93,80
72,53,49,57
66,98,82,80
24,68,46,44
33,69,31,39
69,67,69,69
58,90,63,67
75,87,37,58
73,30,59,57
81,41,74,70
95,98,72,84
74,85,41,60
40,70,85,68
84,36,89,77
60,64,67,64
81,40,94,79
65,75,32,50
92,57,34,56
98,55,77,79
86,79,70,77
98,23,75,72
100,36,64,69
46,35,64,53
100,82,39,66
55,29,65,55
95,50,50,64
74,65,75,73
83,51,83,77
92,87,89,90
70,52,98,80
83,44,36,52
40,58,66,57
41,87,64,62
27,20,69,47
49,23,20,29
32,27,97,64
58,25,86,65
58,64,72,66
61,80,48,58
55,29,75,60
86,68,24,51
59,70,73,68
22,92,31,40
57,25,45,45
70,27,59,56
87,42,46,58
98,60,20,51
69,54,63,63
67,43,100,79
69,46,100,80
52,26,98,70
57,22,32,38
87,67,25,52
81,56,91,81
20,76,37,40
98,92,76,86
42,90,45,53
99,84,76,84
33,97,55,57
20,55,38,36
20,54,87,60
60,83,23,46
92,52,68,72
64,96,23,50
56,97,29,51
42,20,92,63
89,68,85,83
40,45,64,53
51,52,95,73
26,79,57,52
41,89,23,42
20,42,84,56
35,82,87,70
32,84,90,71
46,79,98,79
55,75,77,70
22,32,32,29
41,30,78,57
85,51,24,48
67,66,26,46
32,80,83,67
90,58,71,74
27,81,56,52
23,88,52,50
93,63,79,80
96,44,44,60
63,77,59,64
52,78,42,52
37,29,42,38
42,55,89,68
68,88,58,67
69,52,26,44
97,87,81,87
74,45,46,54
59,42,45,49
80,85,24,53
100,61,53,69
67,40,91,74
69,85,55,65
25,24,88,56
42,87,26,43
79,88,49,66
75,24,70,62
74,99,87,86
72,72,32,52
33,36,75,55
38,56,48,47
58,83,37,52
62,38,91,72
66,78,24,47
97,62,51,67
97,56,63,72
41,34,89,64
69,44,36,48
42,49,80,62
63,37,93,73
72,66,59,64
58,51,67,61
30,62,51,47
42,73,40,47
68,100,45,63
85,51,38,55
44,37,72,57
22,84,89,68
32,58,46,44
99,78,80,85
37,93,57,58
49,98,84,76
69,97,23,52
33,25,98,64
63,96,99,88
78,48,90,78
20,56,68,51
92,44,45,59
71,64,44,56
21,93,33,41
100,46,78,78
89,66,60,70
81,90,74,79
75,70,52,62
65,45,27,42
94,84,40,65
59,60,23,41
69,90,65,71
80,32,31,46
71,50,59,61
62,34,76,63
38,94,57,59
82,22,24,41
90,52,81,78
86,40,43,55
86,54,39,56
39,94,94,78
93,46,89,82
90,91,73,82
86,44,32,51
50,93,57,62
32,54,44,42
96,36,24,48
69,45,48,54
83,80,88,85
45,38,31,37
30,70,42,44
98,20,84,75
31,54,44,42
42,61,22,36
84,29,67,64
38,29,56,45
79,51,44,56
45,59,37,44
62,50,67,62
44,88,35,48
71,69,52,61
63,81,28,49
100,69,71,79
91,47,38,56
65,92,84,80
40,79,57,56
72,68,23,47
38,43,72,56
57,59,39,48
68,83,38,56
65,35,41,47
78,65,68,70
94,86,35,63
58,58,23,40
89,48,32,52
80,87,99,91
86,27,61,62
95,97,69,82
90,29,67,66
58,86,49,59
59,66,42,52
76,90,50,66
90,90,94,92
50,82,82,72
94,91,24,58
51,52,35,43
50,46,64,56
91,69,89,86
34,22,53,41
28,100,84,70
48,34,63,53
52,76,79,70
44,60,44,47
85,78,29,56
31,90,79,67
64,56,57,59
77,48,88,77
24,21,75,49
20,95,28,39
26,94,43,48
99,38,21,48
91,45,40,56
92,35,94,82
34,40,46,41
34,61,76,60
86,35,23,44
92,22,56,60
20,71,38,39
22,56,57,46
29,69,74,60
83,35,57,60
53,21,59,50
91,66,71,76
26,24,96,61
99,81,98,95
23,78,83,64
89,71,49,65
74,70,63,68
77,86,73,77
86,67,77,78
46,58,74,62
57,62,56,58
47,34,35,38
97,93,70,83
63,99,32,55
92,78,85,86
24,94,44,48
61,21,28,36
23,36,72,50
66,35,91,72
74,27,95,75
60,73,93,79
38,47,87,64
44,22,29,32
74,63,21,45
97,87,75,84
52,92,45,56
98,51,52,66
21,45,56,43
41,47,27,35
70,37,34,45
82,85,60,72
78,66,54,64
73,33,52,54
96,80,62,76
36,80,55,54
99,95,69,83
49,89,32,48
91,58,64,71
47,40,73,59
36,23,32,31
54,53,31,42
95,22,82,74
72,91,36,58
39,98,84,73
24,91,96,73
78,69,60,67
53,23,49,45
69,46,32,46
62,86,84,78
78,26,95,76
27,97,39,47
61,28,24,36
59,93,44,58
44,74,99,78
98,56,31,56
62,46,72,64
47,21,36,36
88,87,48,68
70,70,32,51
52,41,63,55
91,26,82,74
20,45,87,58
74,74,68,71
34,71,73,61
56,99,92,83
95,73,30,58
40,70,49,50
85,33,51,58
99,29,38,54
45,44,25,35
91,32,44,56
74,46,50,56
37,53,96,70
43,28,87,62
43,69,45,49
76,35,70,65
75,96,76,80
56,20,84,63
76,56,55,62
89,38,35,52
76,35,83,71
31,55,65,53
50,53,89,70
22,27,76,50
77,94,34,59
49,35,21,32
73,32,99,78
29,47,58,47
40,79,35,45
28,96,93,74
75,64,81,76
81,26,96,78
75,89,70,75
27,39,36,34
89,53,40,57
76,22,81,68
58,86,27,48
88,42,85,77
92,29,98,82
25,86,52,51
65,65,73,69
52,46,53,51
38,35,31,34
45,99,74,70
62,93,90,82
